,tr,ts,ti,n,alpha,Ks,RMSETWT,RMSEVOL,RMSE,Converged
7368,0.03,0.4,0.09,4.75,0.09999999999999999,0.16000000000000003,1.0451348536285838,0.684836431371268,1.2495230290004962,0
7369,0.03,0.38000000000000006,0.1,5.0,0.029999999999999992,0.28,0.2129257965446472,0.47644170990094187,0.5218563957330654,0
7370,0.03,0.4,0.09,3.0,0.02,0.11,0.6467132317524733,0.28854331441166114,0.7081632921970715,0
7372,0.03,0.36,0.09,5.75,0.01,0.26,1.301124887129741,2.66189409611527,2.9628712680171767,0
7375,0.03,0.4,0.09,6.5,0.02,0.16000000000000003,0.13217173093781787,0.32059844430637313,0.3467747524701958,0
7376,0.03,0.44000000000000006,0.09,1.5,0.04,0.41000000000000003,,,,1
7377,0.03,0.44000000000000006,0.09,3.75,0.09999999999999999,0.46,0.3246039721401717,0.044467457295570056,0.32763561083543824,0
7378,0.03,0.42000000000000004,0.09,4.25,0.060000000000000005,0.21000000000000002,0.6963432098421285,0.3654033625210184,0.7863927029384907,0
7379,0.03,0.4,0.09,1.5,0.03,0.31000000000000005,,,,1
7380,0.03,0.4600000000000001,0.09,7.75,0.09999999999999999,0.31000000000000005,0.1007058323212977,0.2533733046810577,0.27265306928132205,0
7383,0.03,0.36000000000000004,0.1,4.5,0.037999999999999985,0.32000000000000006,0.15971421326170746,0.3318496269271168,0.36828359291376633,0
7384,0.03,0.36000000000000004,0.1,3.0,0.03599999999999999,0.30000000000000004,0.11493098902376546,0.11610754382611531,0.16337103161611666,0
7385,0.03,0.38,0.09,6.0,0.05,0.36000000000000004,0.4386292040723817,0.31613098445633775,0.5406795520440035,0
7386,0.03,0.42000000000000004,0.09,4.0,0.06999999999999999,0.46,0.11615973365177898,0.21161496595625431,0.24140003632708698,0
7387,0.03,0.4,0.09,9.5,0.09999999999999999,0.11,1.1994232670749008,0.7813552435032354,1.4314790219037892,0
7388,0.03,0.38,0.09,1.5,0.02,0.46,,,,1
7389,0.03,0.44000000000000006,0.09,1.75,0.06999999999999999,0.46,0.5219484966655884,0.21010605794058718,0.562649792281843,0
7390,0.03,0.38,0.09,6.0,0.01,0.46,3.418200451383046,5.368055188591737,6.363969738583138,0
7391,0.03,0.4,0.09,10.0,0.060000000000000005,0.46,0.34389274486346105,0.5723059217688269,0.6676797795810444,0
7393,0.03,0.36,0.09,7.5,0.05,0.46,0.9051880917236592,0.705970086712839,1.1479369515490183,0
7394,0.03,0.38,0.09,6.25,0.08,0.11,1.1567563694106295,0.7497284163226487,1.3784694397822999,0
7395,0.03,0.38,0.09,10.0,0.04,0.41000000000000003,1.3490759189681665,0.9082627584708073,1.6263293250645157,0
7397,0.03,0.4600000000000001,0.09,7.25,0.02,0.41000000000000003,2.0022290346278853,2.342598844040524,3.081670075009152,0
7398,0.03,0.4,0.09,8.5,0.04,0.26,0.38981850499997817,0.22095178408799204,0.4480827576821994,0
7399,0.03,0.4,0.09,2.25,0.060000000000000005,0.16000000000000003,1.053471859109288,0.6590161196814537,1.242620297570895,0
7400,0.03,0.4,0.09,5.5,0.09999999999999999,0.21000000000000002,0.8331113792947212,0.5522689183948343,0.9995376573873307,0
7401,0.03,0.38000000000000006,0.1,4.5,0.029999999999999992,0.38,0.5102413341866495,0.9192662912390149,1.0513784919432705,0
7402,0.03,0.44000000000000006,0.09,7.75,0.09,0.36000000000000004,0.1421307139493567,0.0785464685711587,0.16239054028099628,0
7403,0.03,0.36,0.09,9.75,0.01,0.26,2.3095514203549095,3.026137042297765,3.806774640299849,0
7404,0.03,0.36000000000000004,0.1,5.0,0.02,0.12000000000000001,0.3168005806363746,0.09035661099222367,0.32943424995216286,0
7405,0.03,0.44000000000000006,0.09,6.0,0.02,0.26,0.42973742558775846,1.0956288504933287,1.1768928723482555,0
7406,0.03,0.44000000000000006,0.09,1.5,0.08,0.41000000000000003,,,,1
7408,0.03,0.36,0.09,3.75,0.09,0.1,1.334516007135191,0.8400474913906159,1.576899730829998,0
7409,0.03,0.36,0.09,7.5,0.05,0.1,0.9684164463905311,0.6465646101769981,1.1644209757527548,0
7410,0.03,0.4,0.09,3.75,0.06999999999999999,0.46,0.11661224491330711,0.17732970763054137,0.21223628547459647,0
7412,0.03,0.42000000000000004,0.09,7.75,0.060000000000000005,0.11,1.0540251065209136,0.6421814694526256,1.2342471247220943,0
7413,0.03,0.36,0.09,4.25,0.02,0.11,0.4900052381496659,0.1982735904837893,0.528599612275155,0
7414,0.03,0.4600000000000001,0.09,5.75,0.03,0.31000000000000005,0.8914038704341637,0.7652884071490086,1.1748477375139614,0
7415,0.03,0.4600000000000001,0.09,5.0,0.04,0.41000000000000003,0.9320788794498411,0.7722128194351605,1.210406409441255,0
7416,0.03,0.4,0.09,9.5,0.09,0.21000000000000002,0.7031841981315939,0.4734737531356236,0.8477295626615284,0
7420,0.03,0.4600000000000001,0.09,6.25,0.03,0.46,1.5481427786764588,1.5877589168174533,2.2175942913665248,0
7421,0.03,0.38000000000000006,0.1,5.0,0.025999999999999995,0.3400000000000001,0.5585344735497109,1.0002839022914112,1.1456564246434382,0
7422,0.03,0.36,0.09,4.0,0.01,0.41000000000000003,1.8038542368561525,4.032763863522552,4.417813315064053,0
7423,0.03,0.36,0.09,8.5,0.06999999999999999,0.26,0.17647957570855755,0.2335535301060552,0.29273245817174515,0
7425,0.03,0.38,0.09,1.75,0.01,0.11,,,,1
7426,0.03,0.4,0.09,8.0,0.09,0.26,0.2575779290724648,0.35395417851985694,0.437755582530853,0
7427,0.03,0.38,0.09,2.75,0.05,0.31000000000000005,0.3987233648288438,0.11930914190315295,0.41619105348637897,0
7431,0.03,0.44000000000000006,0.09,2.0,0.09999999999999999,0.46,0.5654846956531587,0.26557491512126424,0.6247423281318565,0
7434,0.03,0.38,0.09,4.25,0.09,0.16000000000000003,1.025485874813712,0.6725150274281363,1.2263350853494777,0
7435,0.03,0.38,0.09,7.25,0.09999999999999999,0.36000000000000004,0.07992526386833787,0.18084481360639937,0.1977192312668567,0
7436,0.03,0.36,0.09,2.25,0.060000000000000005,0.1,1.3289719613829958,0.826314180079224,1.5649158438530064,0
7437,0.03,0.36000000000000004,0.1,4.5,0.025999999999999995,0.14,0.403237459536352,0.18717350224234922,0.44456087177685555,0
7438,0.03,0.36000000000000004,0.1,4.5,0.027999999999999994,0.2,0.13718086927217052,0.08441897505892851,0.16107499571400996,0
7439,0.03,0.4,0.09,10.0,0.08,0.41000000000000003,0.09250288848612873,0.1528596286357736,0.1786696685085182,0
7440,0.03,0.38,0.09,4.5,0.06999999999999999,0.21000000000000002,0.7091725320886946,0.4471672927999096,0.8383819344541548,0
7441,0.03,0.36,0.09,2.25,0.09999999999999999,0.36000000000000004,0.6258104292853173,0.42771685543709875,0.7580108190700665,0
7442,0.03,0.38,0.09,8.25,0.08,0.21000000000000002,0.6491792582327355,0.44325306099713896,0.7860705982308066,0
7444,0.03,0.4,0.09,4.25,0.05,0.41000000000000003,0.12172608410639499,0.38990152752543383,0.4084610638953777,0
7445,0.03,0.44000000000000006,0.09,9.5,0.05,0.36000000000000004,0.6723431037666489,0.45458612605313853,0.8115995288210626,0
7446,0.03,0.42000000000000004,0.09,8.25,0.09,0.46,0.08204914776202588,0.16474330067309753,0.18404460808494602,0
7447,0.03,0.36,0.09,2.75,0.060000000000000005,0.21000000000000002,0.7663173266158942,0.49523656179816405,0.9124152000122521,0
7449,0.03,0.38,0.09,5.25,0.08,0.36000000000000004,0.04132693502815747,0.09311206035381961,0.10187134701256725,0
7450,0.03,0.44000000000000006,0.09,5.0,0.02,0.41000000000000003,0.9187402438394169,2.0597689027170016,2.255378364765015,0
7451,0.03,0.36,0.09,6.25,0.01,0.36000000000000004,2.675422353657052,4.067498412509423,4.868513952554158,0
7453,0.03,0.36,0.09,7.25,0.01,0.21000000000000002,1.1092315050377761,2.136057548639549,2.4068935129889666,0
7454,0.03,0.38,0.09,3.5,0.060000000000000005,0.26,0.5362480437689268,0.282657984600353,0.6061827288073574,0
7455,0.03,0.38,0.09,10.0,0.060000000000000005,0.31000000000000005,0.23607003807584834,0.060865147183479816,0.24379013314488168,0
7456,0.03,0.38,0.09,3.0,0.02,0.16000000000000003,0.3504333957024909,0.011934121947871325,0.35063654699737906,0
7457,0.03,0.36,0.09,7.25,0.01,0.31000000000000005,2.486772266207674,3.5227524320385237,4.312055310569773,0
7458,0.03,0.38000000000000006,0.1,4.5,0.02,0.3400000000000001,0.7778611077661864,1.4199266613162336,1.619030458790663,0
7459,0.03,0.4600000000000001,0.09,8.75,0.02,0.46,2.324968093735692,2.818356915107335,3.6535752815320928,0
7460,0.03,0.4600000000000001,0.09,5.75,0.02,0.36000000000000004,1.8344058909889127,1.8421826851862437,2.5997465296630025,0
7461,0.03,0.4600000000000001,0.09,7.0,0.05,0.11,1.0137967963005312,0.5691948052732035,1.1626550092521946,0
7462,0.03,0.36000000000000004,0.1,5.0,0.03599999999999999,0.14,0.5775237684974937,0.3698337228967456,0.6857920134933138,0
7463,0.03,0.4600000000000001,0.09,5.75,0.01,0.41000000000000003,3.1236041400937316,4.792946580072986,5.720947451554159,0
7464,0.03,0.4600000000000001,0.09,3.5,0.01,0.46,1.7164172846163797,4.500669212750477,4.816857031045229,0
7465,0.03,0.36,0.09,5.0,0.09999999999999999,0.36000000000000004,0.17389954403783986,0.24064733013270695,0.29690434304093405,0
7466,0.03,0.44000000000000006,0.09,5.5,0.02,0.31000000000000005,0.5976246242051672,1.4228992536133163,1.5433073178695487,0
7467,0.03,0.4600000000000001,0.09,9.5,0.06999999999999999,0.21000000000000002,0.21172118174046894,0.3317671829762553,0.39356743068701805,0
7468,0.03,0.34,0.1,3.5,0.03999999999999998,0.2,0.479736442311775,0.27826479963636563,0.5545974691599537,0
7469,0.03,0.38,0.09,8.25,0.05,0.36000000000000004,0.5476869432336458,0.37196222130076584,0.6620550444363479,0
7470,0.03,0.36000000000000004,0.1,5.0,0.03599999999999999,0.4,0.504394136855605,0.7722890418371005,0.9224119521320057,0
7471,0.03,0.4600000000000001,0.09,5.5,0.08,0.46,0.473939020521249,0.22116782920443004,0.5230042101624429,0
7472,0.03,0.42000000000000004,0.09,7.25,0.060000000000000005,0.21000000000000002,0.5943281885414167,0.2870898111654262,0.6600352682773261,0
7473,0.03,0.44000000000000006,0.09,9.0,0.04,0.31000000000000005,0.6694890471773746,0.5010450471348192,0.8362187055721739,0
7474,0.03,0.44000000000000006,0.09,8.75,0.09999999999999999,0.46,0.408607249873952,0.10036916197219145,0.420753910646775,0
7475,0.03,0.42000000000000004,0.09,6.5,0.01,0.41000000000000003,3.0638429707956827,4.888889829477309,5.769608090196489,0
7476,0.03,0.4,0.09,6.75,0.06999999999999999,0.11,1.094688628063885,0.7032605597500831,1.3011220570386126,0
7477,0.03,0.4,0.09,4.0,0.09,0.36000000000000004,0.4219305472247133,0.2056668842854063,0.46938710460877886,0
7478,0.03,0.38,0.09,4.25,0.060000000000000005,0.31000000000000005,0.330447714709701,0.08627522988475135,0.34152468058477214,0
7479,0.03,0.42000000000000004,0.09,4.5,0.09999999999999999,0.26,0.7575318729011234,0.4477022816094792,0.8799385611617536,0
7481,0.03,0.42000000000000004,0.09,2.25,0.08,0.26,0.8701107766272138,0.5123138876623069,1.0097317877013083,0
7482,0.03,0.36,0.09,5.5,0.09,0.16000000000000003,0.9600007664587711,0.6599315298321993,1.1649511129949166,0
7483,0.03,0.4600000000000001,0.09,9.25,0.02,0.46,2.354395858783752,2.811337593851012,3.6669877183402293,0
7484,0.03,0.36,0.09,8.25,0.05,0.31000000000000005,0.353528634070196,0.18201191865735955,0.39763152998834467,0
7485,0.03,0.4,0.09,6.0,0.01,0.11,1.014757128140881,0.6902595231807138,1.227269423742967,0
7486,0.03,0.42000000000000004,0.09,5.5,0.03,0.46,0.7044527365353364,1.4816765060003259,1.6406154108886877,0
7488,0.03,0.36,0.09,9.25,0.09999999999999999,0.11,1.1847403753348158,0.7971576621869313,1.4279601168561447,0
7489,0.03,0.38,0.09,2.0,0.05,0.26,0.7215517905329358,0.40946737946996475,0.8296387896375662,0
7490,0.03,0.36,0.09,8.25,0.09,0.16000000000000003,0.8910560473376847,0.6356738852915595,1.0945602623605175,0
7491,0.03,0.44000000000000006,0.09,8.75,0.02,0.26,1.2542682446454925,1.2292381342861656,1.7561933892112844,0
7492,0.03,0.4,0.09,6.5,0.03,0.11,0.6611087982016773,0.3561060681641544,0.7509170226083569,0
7493,0.03,0.36,0.09,10.0,0.05,0.1,0.9195398995655361,0.6314304651147268,1.1154631590366382,0
7494,0.03,0.42000000000000004,0.09,4.0,0.04,0.11,0.9746288705521975,0.5581112147607022,1.1231160061879266,0
7496,0.03,0.4,0.09,7.25,0.09999999999999999,0.41000000000000003,0.19370042327956263,0.05506019879792186,0.20137397912925198,0
7497,0.03,0.38,0.09,3.5,0.06999999999999999,0.41000000000000003,0.22165355448999394,0.013323976821254536,0.22205365697592563,0
7498,0.03,0.4,0.09,8.25,0.08,0.46,0.5383051319801452,0.25287050264578775,0.5947402006124144,0
7499,0.03,0.44000000000000006,0.09,7.0,0.02,0.36000000000000004,0.8805479026665901,1.9213968929574825,2.1135587593339342,0
7500,0.03,0.4600000000000001,0.09,7.0,0.03,0.31000000000000005,0.9627021830567696,0.836682726794731,1.2754738251249755,0
7501,0.03,0.38000000000000006,0.1,5.0,0.027999999999999994,0.28,0.26092858175496914,0.5645305994659042,0.6219152052410303,0
7502,0.03,0.38,0.09,4.0,0.060000000000000005,0.36000000000000004,0.20882360631357624,0.03952185418642869,0.21253064605402397,0
7503,0.03,0.4600000000000001,0.09,3.75,0.09999999999999999,0.11,1.1306068462984658,0.804661154575846,1.387714457148983,0
7504,0.03,0.38,0.09,7.75,0.04,0.26,0.3227565006740281,0.19852437639997766,0.3789243813115539,0
7505,0.03,0.4600000000000001,0.09,2.25,0.09,0.11,1.245751854074522,0.8378457294703285,1.5012938247797385,0
7506,0.03,0.38,0.09,6.25,0.04,0.41000000000000003,0.8811058022345231,0.7811223648592664,1.1774971692597291,0
7507,0.03,0.44000000000000006,0.09,8.5,0.02,0.46,2.2411835452613076,2.78986033311108,3.5785785392829803,0
7508,0.03,0.4600000000000001,0.09,8.5,0.08,0.26,0.10641464629920307,0.26216444340019374,0.28293863704046834,0
7509,0.03,0.44000000000000006,0.09,2.0,0.02,0.21000000000000002,0.4410988902381426,0.014270117962605123,0.44132965823292186,0
7511,0.03,0.38,0.09,3.0,0.01,0.31000000000000005,1.0837446547925509,2.4291082131652075,2.659900221447807,0
7513,0.03,0.44000000000000006,0.09,3.75,0.09,0.26,0.7670310336143609,0.425425236283259,0.8771107331427324,0
7514,0.03,0.38,0.09,7.75,0.09,0.16000000000000003,0.9281100802855926,0.6306385651795066,1.1220932764344487,0
7517,0.03,0.38,0.09,4.75,0.08,0.36000000000000004,0.06865423022594148,0.11616328920245567,0.13493447701106612,0
7518,0.03,0.38,0.09,5.25,0.060000000000000005,0.46,0.16527419211835043,0.417904903088011,0.44939967357061267,0
7519,0.03,0.4600000000000001,0.09,6.75,0.03,0.36000000000000004,1.1837061736259142,1.099663667252401,1.6156795742210466,0
7520,0.03,0.36000000000000004,0.1,3.0,0.027999999999999994,0.14,0.6117732020524373,0.3574861895584221,0.7085639184113826,0
7521,0.03,0.36000000000000004,0.1,4.5,0.025999999999999995,0.12000000000000001,0.5327321782675202,0.30448406380028076,0.6136074631798332,0
7522,0.03,0.36000000000000004,0.1,3.0,0.03199999999999999,0.32000000000000006,0.10196647461593744,0.3053018522162395,0.32187945400765977,0
7523,0.03,0.38000000000000006,0.1,3.5,0.03999999999999998,0.16000000000000003,0.6708966328087435,0.4043188808560228,0.7833109531538396,0
7524,0.03,0.4600000000000001,0.09,7.5,0.05,0.36000000000000004,0.6446234472177321,0.42640983501790847,0.7728937417930567,0
7525,0.03,0.36,0.09,9.0,0.09999999999999999,0.11,1.1865701074718595,0.7942714404775822,1.4278710519875784,0
7526,0.03,0.4600000000000001,0.09,9.75,0.06999999999999999,0.11,1.0656996650955932,0.6705651717581224,1.2591161287823533,0
7527,0.03,0.44000000000000006,0.09,5.25,0.03,0.21000000000000002,0.23895039411874774,0.1932981642437402,0.3073458494099194,0
7528,0.03,0.44000000000000006,0.09,2.5,0.03,0.16000000000000003,0.7348205893612659,0.32787219594683553,0.8046499086088548,0
7529,0.03,0.38,0.09,4.75,0.09,0.21000000000000002,0.8124028925827481,0.5378963319032768,0.974336145153107,0
7530,0.03,0.36,0.09,2.25,0.08,0.1,1.3728912580157577,0.8719333737973716,1.6263757913464394,0
7531,0.03,0.4600000000000001,0.09,2.5,0.02,0.21000000000000002,0.4028743936609327,0.23727809317339,0.4675560614168788,0
7534,0.03,0.38000000000000006,0.1,4.0,0.03199999999999999,0.18000000000000002,0.39433228168406737,0.14727335974868871,0.42093632638420425,0
7536,0.03,0.44000000000000006,0.09,7.25,0.01,0.36000000000000004,2.9214506840375924,4.366885274475772,5.2540042919374415,0
7537,0.03,0.36,0.09,2.25,0.01,0.26,0.6006233241635086,1.344239235181,1.4723204470933706,0
7538,0.03,0.42000000000000004,0.09,2.25,0.01,0.26,0.5212195766071435,1.4226392832572372,1.5151146416377856,0
7539,0.03,0.4600000000000001,0.09,3.0,0.05,0.46,0.5742443906892154,0.4123119455582145,0.7069354713748832,0
7540,0.03,0.36,0.09,4.25,0.09999999999999999,0.46,0.17025852323769178,0.06095686910977862,0.1808416562265075,0
7541,0.03,0.44000000000000006,0.09,5.25,0.01,0.11,0.16061301840950032,0.675315495262523,0.6941524038885677,0
7542,0.03,0.38,0.09,1.5,0.05,0.11,,,,1
7543,0.03,0.4,0.09,7.5,0.03,0.21000000000000002,0.3736059077190688,0.24136633771786264,0.4447910557395716,0
7544,0.03,0.36,0.09,7.25,0.09,0.11,1.1669108659714085,0.7780603591196081,1.40251876691739,0
7545,0.03,0.42000000000000004,0.09,3.0,0.060000000000000005,0.26,0.635824055626217,0.30360069588468785,0.7045889668839823,0
7546,0.03,0.42000000000000004,0.09,5.75,0.03,0.11,0.7244288699383069,0.36434087675554605,0.8108893032190599,0
7547,0.03,0.4600000000000001,0.09,3.5,0.02,0.46,0.829978657632022,2.044848310698538,2.20686863811404,0
7549,0.03,0.42000000000000004,0.09,2.0,0.03,0.26,0.5032167206648301,0.11128543963609992,0.5153751226356058,0
7551,0.03,0.36,0.09,3.5,0.02,0.41000000000000003,0.8447749841917647,1.6216430411571265,1.8284887002247323,0
7552,0.03,0.38,0.09,9.5,0.09999999999999999,0.26,0.36570296764497967,0.4002081198680675,0.5421302424258201,0
7554,0.03,0.42000000000000004,0.09,6.0,0.060000000000000005,0.16000000000000003,0.8291828779724847,0.48149116884424803,0.9588420051279213,0
7558,0.03,0.4,0.09,2.5,0.09,0.26,0.8275682035630951,0.5285697007018091,0.9819648975643929,0
7559,0.03,0.38,0.09,2.25,0.08,0.16000000000000003,1.162990596960348,0.7348355883801492,1.3756927238915624,0
7560,0.03,0.4,0.09,8.75,0.03,0.31000000000000005,0.4239376512396919,0.8421440946180172,0.9428307420945854,0
7561,0.03,0.38000000000000006,0.1,4.0,0.022,0.4,0.8181027943989625,1.5043462763827569,1.712410552837741,0
7563,0.03,0.44000000000000006,0.09,3.75,0.09999999999999999,0.16000000000000003,1.1314500043450442,0.6912911473045688,1.3259195159111534,0
7564,0.03,0.44000000000000006,0.09,7.0,0.03,0.11,0.6896826765769298,0.32800086125395067,0.7637059377493745,0
7565,0.03,0.44000000000000006,0.09,4.0,0.09,0.11,1.1173588838964335,0.7854531044668847,1.365806521707577,0
7566,0.03,0.38,0.09,2.75,0.060000000000000005,0.11,1.2208331516186393,0.7591458954311748,1.4376147170369047,0
7567,0.03,0.38,0.09,9.0,0.09,0.36000000000000004,0.09144469378680693,0.09821705970281687,0.13419658281204325,0
7568,0.03,0.44000000000000006,0.09,6.5,0.03,0.16000000000000003,0.40822668719851063,0.04113952691755215,0.4102943928645268,0
7569,0.03,0.4600000000000001,0.09,5.25,0.05,0.11,1.0629344691494895,0.5928425923955983,1.2170834092470577,0
7570,0.03,0.36,0.09,2.75,0.03,0.21000000000000002,0.4054043075541093,0.12244955138069448,0.4234932646651658,0
7571,0.03,0.44000000000000006,0.09,2.5,0.06999999999999999,0.21000000000000002,0.9344477105052595,0.5397042715923233,1.0791076055906204,0
7572,0.03,0.42000000000000004,0.09,7.0,0.09999999999999999,0.31000000000000005,0.13946541355305037,0.27933809311776064,0.31221846813439796,0
7573,0.03,0.36,0.09,7.0,0.09999999999999999,0.11,1.2146338642992887,0.8013870646936682,1.4551826867307611,0
7574,0.03,0.42000000000000004,0.09,3.25,0.05,0.36000000000000004,0.2322403315745764,0.13099764756157514,0.26663824796254537,0
7575,0.03,0.42000000000000004,0.09,4.25,0.08,0.46,0.16636030945902153,0.12911608016948675,0.2105865967283643,0
7576,0.03,0.36,0.09,6.25,0.08,0.11,1.1461412207851933,0.7569994506823194,1.3735675688936115,0
7577,0.03,0.36,0.09,4.5,0.09,0.21000000000000002,0.8022728033826787,0.5540148300888104,0.9749738883712915,0
7578,0.03,0.38,0.09,6.75,0.04,0.11,0.6549873477606922,0.5118135679213023,0.8312409723028091,0
7582,0.03,0.42000000000000004,0.09,9.5,0.02,0.46,2.388422767340976,2.819817582947521,3.695393688993464,0
7583,0.03,0.36,0.09,4.25,0.09999999999999999,0.26,0.6895689998257205,0.4832996207840433,0.842071213716895,0
