tr,ts,ti,n,alpha,Ks,RMSETWT,RMSEVOL,RMSEAMP,RMSE,Converged,TWT,VOL,SAmp,Amp
0.03,0.44999999999999996,0.1,4.0,6.5,0.273,0.008400261338141089,0.007800345042742403,0.15306256440088672,0.01146341019657344,0,"[0.         0.64862994 0.93166846 1.14394735 1.29725989 1.56850513
 1.78078402 1.96947637 2.14637545 2.42941397 2.68886594 2.91293811]","[0.      0.094   0.1715  0.24225 0.309   0.4335  0.5525  0.6675  0.7795
 0.9955  1.2065  1.4145 ]",-0.07033681642845409,"[106.36789703 107.14632416  92.43692017  88.08575439  83.16135406
  75.34329987  72.71818542  70.23669434  68.23081207  64.97740936
  64.19281769  60.67178345]"
0.03,0.35,0.07,3.0,5.500000000000001,0.273,0.007000991438376758,0.009089345835018386,0.38155966261150676,0.011473015681536861,0,"[0.         0.63683667 0.91987519 1.10856754 1.27367334 1.52133205
 1.73361094 1.91051001 2.07561582 2.34686107 2.59451977 2.80679866]","[0.      0.08975 0.1645  0.233   0.298   0.4195  0.5355  0.648   0.758
 0.971   1.179   1.384  ]",-0.08427513941930191,"[104.82159424 131.87936401 122.30552673 115.64103699 109.83660126
 100.12876129  94.12251282  88.84915924  86.16300201  82.8557663
  78.65541077  75.23258972]"
0.03,0.44999999999999996,0.1,6.0,5.500000000000001,0.213,0.007819589145050121,0.008431122758962054,0.30119523780089735,0.011499121939264476,0,"[0.         0.64862994 0.93166846 1.13215408 1.29725989 1.55671186
 1.78078402 1.9576831  2.1227889  2.4176207  2.6652794  2.90114483]","[0.      0.095   0.172   0.24225 0.30875 0.43175 0.54925 0.66275 0.77375
 0.98775 1.19675 1.40075]",-0.07937290950585474,"[106.39002991 103.56665039  88.52708435  82.64347076  77.23538971
  68.60721588  66.19068146  63.25450134  61.41835785  58.61032867
  56.80091476  55.17095947]"
0.03,0.39999999999999997,0.07,3.0,5.500000000000001,0.273,0.008661174179471421,0.007623728573152189,0.02720735378845556,0.01153850837518609,0,"[0.         0.6250434  0.89628865 1.07318772 1.22650026 1.48595223
 1.68643785 1.86333693 2.01664946 2.28789471 2.52376014 2.73603903]","[0.      0.094   0.17175 0.24275 0.30975 0.43425 0.55325 0.66875 0.78125
 0.99925 1.21125 1.41925]",-0.05934035141890421,"[108.31534576 108.90688324 100.25493622  96.37718201  91.26182556
  85.50105286  82.89530945  80.13575745  77.96968079  75.4047699
  73.38695526  70.47805786]"
0.03,0.35,0.07,2.0,7.500000000000001,0.45,0.00904161233623881,0.007225082590932669,0.46765203276858097,0.01157378814756103,0,"[0.         0.67221649 0.95525501 1.15574063 1.30905316 1.58029841
 1.7925773  1.98126964 2.14637545 2.42941397 2.68886594 2.91293811]","[0.     0.093  0.1695 0.24   0.3065 0.4315 0.5505 0.6665 0.78   0.999
 1.214  1.425 ]",-0.08952677399888344,"[104.82159424 131.36552429 120.98403168 115.4274292  108.86855316
  98.43301392  92.40667725  88.19132996  85.78005981  80.44824982
  76.50029755  72.40447235]"
0.03,0.44999999999999996,0.1,10.0,2.5,0.1,0.00839645623570323,0.008076913339039054,0.5751233537997068,0.011650622575829443,0,"[0.         0.67221649 0.95525501 1.15574063 1.30905316 1.56850513
 1.78078402 1.9576831  2.1227889  2.40582742 2.65348613 2.86576502]","[0.      0.09575 0.173   0.24375 0.3105  0.435   0.554   0.669   0.781
 0.996   1.206   1.408  ]",-0.09608252458178211,"[106.00310516  96.47027588  86.29815674  78.42653656  72.8538208
  61.45580292  60.07508469  56.50737762  54.02833176  51.20169449
  49.57811737  48.8061142 ]"
0.03,0.44999999999999996,0.1,2.0,1.5,0.129,0.008666724232925208,0.007991287929468844,0.4738747658055099,0.011788672177189739,0,"[0.         0.73118284 0.99063482 1.14394735 1.28546661 1.53312532
 1.73361094 1.91051001 2.06382254 2.33506779 2.57093323 2.78321212]","[0.      0.098   0.178   0.25075 0.31925 0.44575 0.56675 0.68375 0.79775
 1.01675 1.22975 1.43675]",-0.032093639285863895,"[196.38212585 183.53303528 135.77182007 121.18571472 116.07268524
 117.30179596 116.92085266 115.77143097 112.90557861 111.92449188
 107.9034729  104.81906891]"
0.03,0.44999999999999996,0.1,4.0,4.500000000000001,0.213,0.00873850716766724,0.007943408902465723,0.04382112125189549,0.011809286706280927,0,"[0.         0.66042321 0.94346173 1.14394735 1.30905316 1.58029841
 1.7925773  1.98126964 2.14637545 2.42941397 2.68886594 2.90114483]","[0.      0.09725 0.1775  0.25075 0.32    0.4485  0.571   0.69    0.806
 1.03    1.248   1.462  ]",-0.06367308839636562,"[106.36789703 106.02518463  93.28236389  89.545784    84.34120178
  78.06995392  75.49797821  72.97734833  71.26863098  67.91566467
  66.2514801   64.34632874]"
0.03,0.44999999999999996,0.1,11.0,1.5,0.061,0.008433016167836052,0.008392777623578993,0.7213218573843285,0.011897666911030603,0,"[0.         0.66042321 0.95525501 1.15574063 1.30905316 1.56850513
 1.78078402 1.94588983 2.11099563 2.38224088 2.61810631 2.8303852 ]","[0.      0.0955  0.17225 0.2425  0.30875 0.43225 0.55025 0.66425 0.77525
 0.98925 1.19725 1.40125]",-0.10500063330044404,"[105.84116364 103.42353821  87.83210754  78.43875122  72.77078247
  60.45351791  59.64810562  55.61956406  52.86614227  50.45310211
  47.72609329  46.68007278]"
0.03,0.44999999999999996,0.1,9.0,2.5,0.1,0.00805847650162904,0.0087689862120601,0.4801385687232397,0.011909414877088107,0,"[0.         0.66042321 0.95525501 1.15574063 1.29725989 1.55671186
 1.76899075 1.94588983 2.11099563 2.38224088 2.62989959 2.84217848]","[0.      0.095   0.17175 0.24175 0.308   0.431   0.5485  0.662   0.7725
 0.9835  1.1905  1.3935 ]",-0.09028845269211762,"[106.13930511 102.3651123   87.53096771  79.22660828  74.58008575
  63.10883713  62.129879    58.70665741  56.23413086  53.49395752
  51.58433533  51.10610199]"
0.03,0.35,0.07,7.0,5.500000000000001,0.213,0.00839645623570323,0.00850018932678557,0.9870155702781606,0.011947957813336931,0,"[0.         0.67221649 0.95525501 1.15574063 1.30905316 1.56850513
 1.78078402 1.9576831  2.1227889  2.40582742 2.65348613 2.86576502]","[0.      0.09175 0.16675 0.23575 0.30125 0.42325 0.54025 0.65375 0.76375
 0.97875 1.18875 1.39475]",-0.12120794978696779,"[104.25530243 128.88090515 116.90907288 108.74219513 100.17862701
  88.32580566  80.61425781  75.39146423  70.91375732  65.78085327
  62.29102707  58.74633408]"
0.03,0.35,0.07,4.0,6.5,0.273,0.007189236867342197,0.009637908449029325,0.6291359758987555,0.012023909763742536,0,"[0.         0.66042321 0.93166846 1.13215408 1.28546661 1.54491859
 1.75719748 1.93409656 2.09920236 2.38224088 2.62989959 2.85397175]","[0.     0.089  0.163  0.231  0.2955 0.416  0.5315 0.6435 0.753  0.965
 1.172  1.375 ]",-0.09937729452982408,"[104.56492615 130.82041931 120.56077576 112.73364258 106.21124268
  94.67421722  88.18967438  83.87947845  80.64356995  76.06575775
  71.30116272  67.97265625]"
0.03,0.39999999999999997,0.07,5.0,3.5000000000000004,0.166,0.007577126573714866,0.009364076047044284,0.06402773506744268,0.01204569497077377,0,"[0.         0.64862994 0.91987519 1.10856754 1.2500868  1.50953878
 1.71002439 1.88692347 2.05202927 2.32327452 2.55913996 2.77141885]","[0.      0.099   0.18075 0.2555  0.32625 0.45725 0.58325 0.70475 0.82275
 1.05075 1.27375 1.49275]",-0.057094308160885995,"[108.34111023 107.22051239  92.92289734  88.64396667  81.47206116
  77.13803101  75.01617432  72.52371216  70.9196167   68.65078735
  67.50939941  65.25380707]"
0.03,0.39999999999999997,0.1,4.0,1.5,0.078,0.007830327159109309,0.009160447328151513,0.34611452258371295,0.012051050521449284,0,"[0.         0.66042321 0.94346173 1.14394735 1.29725989 1.55671186
 1.76899075 1.94588983 2.09920236 2.37044761 2.60631304 2.81859193]","[0.      0.0915  0.167   0.23625 0.3015  0.4235  0.5395  0.652   0.762
 0.974   1.18    1.383  ]",-0.08211298587760649,"[103.87213135 129.55224609 117.47345734 111.97933197 105.84587097
  97.4393692   92.54524994  87.69987488  85.05429077  80.87471771
  77.01337433  73.19200134]"
0.03,0.44999999999999996,0.1,9.0,4.500000000000001,0.166,0.007812517573519332,0.009192184346670754,0.526391198025103,0.012063651350222587,0,"[0.         0.66042321 0.94346173 1.14394735 1.29725989 1.55671186
 1.76899075 1.9576831  2.11099563 2.40582742 2.65348613 2.87755829]","[0.      0.09425 0.17    0.23925 0.305   0.427   0.5435  0.656   0.7655
 0.9765  1.1825  1.3845 ]",-0.09310986307953129,"[106.33049774 100.74745941  85.08699799  77.20207214  72.46482086
  60.69499207  59.93719101  56.07212448  54.05154419  51.42034149
  50.22114944  48.40398788]"
0.03,0.44999999999999996,0.07,3.0,7.500000000000001,0.351,0.007929975051293222,0.009130686045692232,0.4409098189631597,0.012093549188684511,0,"[0.         0.60145686 0.86090883 1.04960118 1.20291371 1.46236569
 1.67464458 1.86333693 2.01664946 2.29968798 2.54734668 2.75962557]","[0.      0.09925 0.18125 0.25575 0.326   0.4565  0.581   0.7015  0.8195
 1.0465  1.2685  1.4865 ]",-0.034104501043247255,"[102.20643616  89.07746887  78.91588593  77.89965057  74.20812225
  72.15208435  71.5370636   70.20558929  69.02450562  67.58040619
  65.94879913  64.46985626]"
0.03,0.44999999999999996,0.1,11.0,2.5,0.1,0.009165864796901716,0.007927705461751313,0.7114131414979149,0.012118646432806088,0,"[0.         0.67221649 0.96704828 1.1675339  1.32084643 1.58029841
 1.7925773  1.96947637 2.13458217 2.4176207  2.6652794  2.87755829]","[0.      0.0965  0.1745  0.24575 0.31325 0.43875 0.55875 0.67475 0.78525
 1.00025 1.21225 1.42025]",-0.10439620163137281,"[106.00310516 100.53401184  85.2066803   76.93229675  70.77045441
  65.4184494   58.08338165  53.56940842  51.98724365  49.00597763
  47.12554169  46.91168976]"
0.03,0.44999999999999996,0.1,8.0,2.5,0.1,0.007258727171330847,0.009729470674046566,0.2827062417227414,0.012138851665003112,0,"[0.         0.64862994 0.91987519 1.12036081 1.26188007 1.52133205
 1.73361094 1.91051001 2.06382254 2.33506779 2.5827265  2.78321212]","[0.      0.09425 0.17025 0.2395  0.305   0.4265  0.542   0.653   0.762
 0.972   1.176   1.376  ]",-0.07824508074508722,"[106.39002991 102.95523834  86.76359558  79.21632385  74.32033539
  64.73788452  64.0038681   60.96822357  58.92213058  55.78995132
  54.62990189  54.13062286]"
0.03,0.39999999999999997,0.07,11.0,2.5,0.1,0.009328141455954746,0.007829022221700883,0.4638272050550736,0.012178169483554897,0,"[0.         0.64862994 0.91987519 1.10856754 1.2500868  1.4977455
 1.69823112 1.86333693 2.01664946 2.28789471 2.51196687 2.72424576]","[0.      0.09525 0.17225 0.243   0.31025 0.43525 0.55475 0.67025 0.78275
 0.99875 1.20975 1.41275]",-0.08929345950835949,"[108.29338074 104.00260925  87.74453735  80.23461914  71.41377258
  62.70426941  60.52081299  57.04967499  55.04237366  52.74912262
  51.49962997  51.00984955]"
0.03,0.44999999999999996,0.1,10.0,1.5,0.061,0.008197786418543393,0.009086301066934449,0.5953488051967302,0.012237833519174405,0,"[0.         0.67221649 0.95525501 1.15574063 1.29725989 1.55671186
 1.76899075 1.93409656 2.08740909 2.37044761 2.60631304 2.81859193]","[0.      0.09475 0.171   0.24075 0.30675 0.42925 0.54625 0.65925 0.76725
 0.97925 1.18525 1.38725]",-0.09731627711700054,"[105.96251678 104.63922882  88.3842392   79.09939575  74.38389587
  62.2413826   61.37716675  57.52509689  55.14897156  52.43341446
  50.3236351   49.03647614]"
0.03,0.35,0.07,8.0,5.500000000000001,0.213,0.00984964808306586,0.007273903971925139,1.095669923248488,0.012244396528740454,0,"[0.         0.68400976 0.97884155 1.1675339  1.3326397  1.59209168
 1.80437057 1.98126964 2.14637545 2.42941397 2.67707267 2.90114483]","[0.      0.093   0.169   0.23925 0.30575 0.43025 0.54975 0.66575 0.77925
 0.99725 1.21125 1.42225]",-0.12783586531815777,"[104.25530243 128.14501953 114.56919861 106.70457458  98.09632874
  86.8323288   78.35662842  72.46334076  67.98724365  62.51298141
  59.50734329  55.89094543]"
0.03,0.39999999999999997,0.1,4.0,2.5,0.129,0.009872964366594454,0.0073126869667046275,0.4009136867936918,0.01228620429819786,0,"[0.         0.67221649 0.96704828 1.1675339  1.3326397  1.59209168
 1.80437057 1.99306291 2.15816872 2.44120724 2.68886594 2.90114483]","[0.      0.09375 0.1715  0.24275 0.31    0.4355  0.5555  0.672   0.7855
 1.0045  1.2185  1.4285 ]",-0.0854557348944152,"[103.87213135 126.91189575 116.13820648 109.97525787 103.69224548
  94.7400589   90.05919647  85.30619049  81.77197266  78.22681427
  74.42892456  70.90744019]"
0.03,0.3,0.07,3.0,1.5,0.1,0.010295395670959839,0.006829613138936039,0.31388257531847713,0.012354707104951795,0,"[0.         0.68400976 0.96704828 1.17932717 1.3326397  1.60388495
 1.81616384 2.00485619 2.16996199 2.44120724 2.68886594 2.90114483]","[0.      0.09275 0.1705  0.2425  0.31075 0.43875 0.56175 0.68125 0.79825
 1.02425 1.24525 1.46225]",-0.0801468370944271,"[ 89.31206512 133.0327301  128.20294189 124.4682312  117.89510345
 110.7713623  105.8112793  101.27268982  97.70690155  92.26255035
  86.42015839  81.43225861]"
0.03,0.44999999999999996,0.07,4.0,8.5,0.351,0.006483791548663169,0.010529311199863925,0.36988060242472715,0.012365514432893434,0,"[0.         0.60145686 0.8727021  1.07318772 1.22650026 1.4977455
 1.71002439 1.88692347 2.05202927 2.34686107 2.59451977 2.81859193]","[0.      0.10025 0.183   0.2585  0.32975 0.46225 0.58925 0.71225 0.83225
 1.06325 1.28925 1.51225]",-0.03843728325209164,"[102.54308319  85.56316376  73.79181671  72.66499329  67.47519684
  65.42446899  65.05185699  64.09561157  63.09696198  61.24145508
  59.89638519  58.17261505]"
0.03,0.44999999999999996,0.07,2.0,7.500000000000001,0.45,0.00745699739682746,0.009869487585117472,0.31915477927493624,0.012369866424868113,0,"[0.         0.61325013 0.88449538 1.07318772 1.22650026 1.48595223
 1.69823112 1.8751302  2.040236   2.31148125 2.54734668 2.77141885]","[0.      0.10125 0.184   0.259   0.33    0.461   0.586   0.7075  0.826
 1.053   1.275   1.493  ]",-0.04153155846422889,"[102.20643616  90.80397797  82.43164825  81.22293854  77.72881317
  76.00234985  74.55032349  72.68659973  71.13489532  69.08864594
  67.01464844  64.88980865]"
0.03,0.3,0.07,5.0,1.5,0.078,0.010353844709106545,0.00677703971547705,0.4199600722833305,0.01237458555125976,0,"[0.         0.68400976 0.97884155 1.17932717 1.34443297 1.60388495
 1.81616384 1.99306291 2.15816872 2.42941397 2.67707267 2.87755829]","[0.      0.09075 0.16675 0.237   0.30375 0.42925 0.54975 0.66675 0.78075
 1.00175 1.21775 1.42875]",-0.08661756440928316,"[ 88.51898956 135.47558594 131.80400085 127.46940613 121.06302643
 112.62957764 106.98373413 102.00074768  98.71537018  91.7682724
  86.36833191  80.82804871]"
0.03,0.39999999999999997,0.07,6.0,5.500000000000001,0.213,0.009036477425027669,0.008514550418271847,0.15514889591374073,0.012415937060017982,0,"[0.         0.6250434  0.89628865 1.08498099 1.22650026 1.47415896
 1.67464458 1.85154365 2.00485619 2.28789471 2.52376014 2.73603903]","[0.      0.094   0.17025 0.24    0.306   0.4285  0.545   0.6585  0.7695
 0.9835  1.1925  1.3975 ]",-0.07046408265073818,"[108.31534576 105.32032013  89.95682526  84.90383148  77.72594452
  71.0657959   68.31072998  65.97559357  64.43424225  61.80632019
  60.39657211  58.58324432]"
