tr,ts,ti,n,alpha,Ks,RMSETWT,RMSEVOL,RMSEAMP,RMSE,Converged,TWT,VOL,SAmp,Amp
0.03,0.44999999999999996,0.1,4.0,5.500000000000001,0.351,0.018089504762136468,0.0037510020538513624,0.8789199632016819,0.018474311866680044,0,"[0.         0.7901492  1.12036081 1.34443297 1.53312532 1.85154365
 2.09920236 2.32327452 2.51196687 2.85397175 3.14880354 3.40825552]","[0.      0.1245  0.22875 0.325   0.4165  0.588   0.7525  0.9125  1.069
 1.372   1.669   1.961  ]",-0.07664366329333544,"[106.36789703 100.50688934  89.89739227  82.55226135  77.59418488
  73.39134216  70.51098633  67.73691559  65.85667419  62.86737061
  59.06113434  55.70445633]"
0.03,0.44999999999999996,0.07,4.0,7.500000000000001,0.45,0.017354072471767117,0.006442274548295207,0.9316547472686053,0.018511259619781617,0,"[0.         0.73118284 1.02601464 1.2500868  1.43877915 1.73361094
 1.98126964 2.19354853 2.38224088 2.71245249 2.99549101 3.25494298]","[0.      0.129   0.23675 0.336   0.43025 0.60675 0.77575 0.94025 1.10125
 1.41325 1.71925 2.02125]",-0.043262544978972875,"[102.54308319  79.60150146  74.26686096  68.03830719  66.95948792
  66.17634583  64.60216522  63.45471573  62.44091034  60.3602066
  58.11738968  55.29850769]"
0.03,0.35,0.07,3.0,7.500000000000001,0.5,0.0179020966419912,0.004739440789803893,0.8298535249029407,0.018518838062342072,0,"[0.         0.7901492  1.10856754 1.34443297 1.53312532 1.83975038
 2.08740909 2.31148125 2.5001736  2.84217848 3.13701027 3.40825552]","[0.      0.119   0.21975 0.31325 0.4025  0.5705  0.7325  0.8905  1.0455
 1.3485  1.6455  1.9385 ]",-0.10770271873643851,"[104.82159424 126.91956329 114.62760162 105.61528015  97.78421021
  88.90145111  83.82032013  80.10988617  76.61759186  70.90705872
  65.66812897  59.97641373]"
0.03,0.44999999999999996,0.1,2.0,6.5,0.578,0.018195162359996023,0.003585684778457356,0.8695501371449433,0.01854510902197873,0,"[0.         0.7901492  1.12036081 1.35622624 1.54491859 1.85154365
 2.11099563 2.33506779 2.52376014 2.86576502 3.16059681 3.43184206]","[0.      0.126   0.2305  0.32675 0.41775 0.58875 0.75275 0.91275 1.06875
 1.37075 1.66775 1.95875]",-0.08257476318725086,"[106.40458679 105.48870087  95.95406342  89.8367157   84.71250916
  79.31337738  74.751091    72.15727234  70.02497864  66.70496368
  62.80155563  57.97492218]"
0.03,0.39999999999999997,0.07,3.0,6.5,0.45,0.018114379860427562,0.004012816097443393,0.8880789951520063,0.018553529334327863,0,"[0.         0.75476939 1.07318772 1.28546661 1.46236569 1.75719748
 2.00485619 2.21713508 2.39403415 2.72424576 3.00728428 3.25494298]","[0.      0.124   0.228   0.324   0.41525 0.58675 0.75175 0.91225 1.06925
 1.37425 1.67325 1.96725]",-0.07084599606878003,"[108.31534576 105.4635849   95.7816925   88.01117706  84.32710266
  79.61603546  76.92259216  74.05096436  72.76277161  69.36128998
  64.97790527  61.42446518]"
0.03,0.44999999999999996,0.1,6.0,6.5,0.351,0.01808662960564516,0.0042505348382495985,0.8687305444600731,0.0185793761171621,0,"[0.         0.80194247 1.12036081 1.34443297 1.54491859 1.85154365
 2.09920236 2.32327452 2.52376014 2.86576502 3.17239008 3.44363533]","[0.     0.122  0.224  0.3185 0.408  0.576  0.7365 0.8935 1.0475 1.3445
 1.6365 1.9245]",-0.08309356535677366,"[106.36789703  94.46653748  81.95606232  73.82042694  67.64900208
  63.77428055  60.46351624  58.4454422   56.69858932  53.99781418
  51.32014847  47.96004868]"
0.03,0.39999999999999997,0.07,2.0,8.5,0.7000000000000002,0.017563268652070696,0.00608359565054717,0.8694352638550018,0.018587053068847833,0,"[0.         0.77835593 1.09677427 1.32084643 1.50953878 1.81616384
 2.06382254 2.27610143 2.46479378 2.80679866 3.10163045 3.36108243]","[0.     0.1275 0.2335 0.3315 0.4245 0.6    0.7685 0.9325 1.0935 1.4065
 1.7135 2.0165]",-0.08264747797978388,"[108.31534576 106.30673981  96.8719101   89.16199493  84.9703064
  78.81980896  74.48197937  73.04360962  70.78172302  66.58922577
  62.41420746  58.2167511 ]"
0.03,0.44999999999999996,0.1,3.0,6.5,0.45,0.01816855286697208,0.004071648531431836,0.8742489477055624,0.018619200709038785,0,"[0.         0.7901492  1.12036081 1.35622624 1.54491859 1.86333693
 2.11099563 2.33506779 2.53555341 2.87755829 3.17239008 3.44363533]","[0.      0.125   0.22975 0.3265  0.41825 0.59025 0.75575 0.91675 1.07425
 1.37925 1.67825 1.97325]",-0.07960041610237902,"[106.36789703 103.44876099  93.48140717  86.65483856  81.50616455
  76.77642822  72.94077301  70.53125763  68.79179382  64.97058105
  60.77716446  57.52290344]"
0.03,0.35,0.07,3.0,6.5,0.45,0.01798292700801131,0.0049398606797206954,0.8387082020834474,0.018649072022771353,0,"[0.         0.7901492  1.10856754 1.3326397  1.52133205 1.81616384
 2.06382254 2.28789471 2.47658705 2.80679866 3.10163045 3.36108243]","[0.      0.11875 0.21925 0.3125  0.40125 0.56875 0.73025 0.88725 1.04125
 1.34125 1.63525 1.92525]",-0.10209770808117778,"[104.82159424 127.35623169 115.61291504 106.63459778  99.26519012
  90.87850952  85.81282043  82.09918976  79.10562897  72.93357849
  67.8443985   62.72050095]"
0.03,0.44999999999999996,0.1,5.0,4.500000000000001,0.273,0.018192519329826132,0.004116638601482896,0.8838298953753111,0.018652465599521058,0,"[0.         0.7901492  1.10856754 1.3326397  1.52133205 1.82795711
 2.07561582 2.28789471 2.47658705 2.80679866 3.10163045 3.34928916]","[0.      0.12275 0.22525 0.32    0.40975 0.57775 0.73825 0.89475 1.04775
 1.34475 1.63375 1.91775]",-0.0735356762274281,"[106.39002991  99.14091492  87.13937378  79.85047913  74.04511261
  70.35527039  67.05060577  65.28894806  63.36065674  61.01954269
  57.77830887  54.35135651]"
0.03,0.44999999999999996,0.1,2.0,8.5,0.6500000000000001,0.017794898377109108,0.005621615295906502,0.862916834766557,0.018661751439423103,0,"[0.         0.7901492  1.10856754 1.34443297 1.53312532 1.85154365
 2.09920236 2.32327452 2.52376014 2.86576502 3.17239008 3.43184206]","[0.      0.12175 0.22225 0.31475 0.4025  0.567   0.725   0.8795  1.0305
 1.3235  1.6115  1.8955 ]",-0.08677364359276937,"[106.40458679 104.50757599  93.76589966  88.42256165  82.10679626
  76.73951721  72.02658081  69.00827026  67.75623322  63.32566452
  59.68163681  55.90916443]"
0.03,0.44999999999999996,0.1,3.0,3.5000000000000004,0.273,0.018350426626452372,0.0034872703400420594,0.8916157776468152,0.018678843963086937,0,"[0.         0.77835593 1.09677427 1.30905316 1.4977455  1.80437057
 2.040236   2.25251489 2.44120724 2.75962557 3.04266409 3.2903228 ]","[0.      0.12425 0.228   0.3235  0.41425 0.58425 0.74675 0.90425 1.05875
 1.35675 1.64875 1.93475]",-0.0686072127495659,"[106.36789703 105.90844727  96.14125824  91.05731964  86.51686096
  82.29345703  79.0704422   76.54545593  74.22373199  71.23256683
  67.01846313  63.73829269]"
0.03,0.44999999999999996,0.07,3.0,7.500000000000001,0.5,0.017652639683816737,0.006181557405721554,0.9309953329812377,0.018703671825791118,0,"[0.         0.71938957 1.02601464 1.23829353 1.42698587 1.73361094
 1.96947637 2.18175526 2.37044761 2.70065922 2.97190446 3.23135644]","[0.      0.129   0.23675 0.33575 0.42975 0.60575 0.77475 0.93875 1.09925
 1.41125 1.71625 2.01625]",-0.04367995422287651,"[102.20643616  83.34727478  78.75753021  72.84897614  71.86769104
  70.96351624  69.46762848  68.28420258  67.02164459  64.75817871
  61.95645142  58.89476395]"
0.03,0.44999999999999996,0.1,6.0,3.5000000000000004,0.213,0.01840227365421443,0.003546093092641233,0.8897035919304893,0.01874082313737239,0,"[0.         0.7901492  1.10856754 1.3326397  1.52133205 1.81616384
 2.06382254 2.27610143 2.46479378 2.79500539 3.07804391 3.32570261]","[0.      0.124   0.2275  0.323   0.41375 0.58375 0.74675 0.90425 1.05875
 1.35775 1.65075 1.93775]",-0.06981762630800029,"[106.36789703  95.0103302   83.46221924  75.75592041  70.26167297
  67.23052216  64.23152161  62.27038193  60.07962799  58.32165146
  56.19172287  52.85218811]"
0.03,0.35,0.07,3.0,8.5,0.55,0.018194713017784896,0.004640376847060735,0.8196187621487278,0.018777131811921876,0,"[0.         0.80194247 1.12036081 1.35622624 1.54491859 1.86333693
 2.11099563 2.33506779 2.53555341 2.88935156 3.19597663 3.46722188]","[0.      0.11975 0.22125 0.3155  0.4055  0.5755  0.7395  0.8995  1.057
 1.364   1.666   1.964  ]",-0.11418132355985529,"[104.82159424 126.24343872 113.55162811 104.40552521  95.92259216
  86.99224854  81.95343781  77.96875     74.08631897  68.77957916
  62.80773544  57.23374939]"
0.03,0.44999999999999996,0.1,3.0,7.500000000000001,0.5,0.01820846234750127,0.00461747565169129,0.8696313536235052,0.018784812547756054,0,"[0.         0.7901492  1.12036081 1.35622624 1.55671186 1.86333693
 2.1227889  2.35865434 2.55913996 2.90114483 3.2077699  3.47901515]","[0.      0.12525 0.23025 0.32725 0.4195  0.5925  0.759   0.921   1.0795
 1.3875  1.6895  1.9865 ]",-0.0825233531563212,"[106.40458679 102.52986145  92.0655899   85.25051117  79.89655304
  75.60231781  71.33097076  68.94578552  67.41565704  63.64128494
  59.4470253   55.30268097]"
0.03,0.44999999999999996,0.1,2.0,7.500000000000001,0.6000000000000001,0.017675318922341973,0.006387835889509871,0.8703183337226332,0.018794183843886664,0,"[0.         0.77835593 1.10856754 1.3326397  1.52133205 1.82795711
 2.08740909 2.29968798 2.5001736  2.8303852  3.125217   3.38466897]","[0.      0.12125 0.2215  0.31375 0.401   0.5645  0.7215  0.8745  1.024
 1.314   1.598   1.878  ]",-0.08208849475357316,"[106.40458679 105.46001434  94.93075562  89.54302216  83.9254837
  78.66507721  74.11523438  70.84584808  69.82575226  65.43750763
  61.77295685  58.33647537]"
0.03,0.44999999999999996,0.1,5.0,6.5,0.351,0.01724468325680549,0.007484825418285055,0.8686267901037862,0.018798981679063194,0,"[0.         0.76656266 1.09677427 1.32084643 1.50953878 1.81616384
 2.06382254 2.27610143 2.47658705 2.81859193 3.10163045 3.3728757 ]","[0.      0.1205  0.2195  0.31075 0.3975  0.56    0.716   0.8675  1.015
 1.302   1.583   1.86   ]",-0.08315924186430333,"[106.39002991 100.74060059  86.39169312  79.64639282  72.98441315
  68.46430969  65.2796402   62.45355225  60.34384918  57.97752762
  54.43968201  51.6545639 ]"
0.03,0.44999999999999996,0.1,2.0,6.5,0.55,0.017705401182741106,0.006332543222506751,0.876343773106828,0.018803785116479243,0,"[0.         0.77835593 1.09677427 1.32084643 1.50953878 1.81616384
 2.06382254 2.27610143 2.47658705 2.80679866 3.08983718 3.34928916]","[0.      0.1215  0.222   0.3145  0.40175 0.56575 0.72275 0.87525 1.02475
 1.31475 1.59775 1.87575]",-0.0782743916233779,"[106.40458679 106.16240692  96.23410034  90.71360016  85.21816254
  80.4512558   75.83882904  72.9821701   71.01907349  67.82749939
  63.73735046  60.29176331]"
0.03,0.39999999999999997,0.07,6.0,6.5,0.351,0.018184720953528473,0.004858386280137121,0.8729657179961419,0.018822539504666263,0,"[0.         0.76656266 1.07318772 1.28546661 1.47415896 1.75719748
 1.99306291 2.2053418  2.39403415 2.72424576 3.00728428 3.26673626]","[0.      0.12025 0.2215  0.31525 0.40425 0.57125 0.73175 0.88725 1.04025
 1.33525 1.62625 1.91325]",-0.08041270050844218,"[108.3396759   97.7580719   86.09748077  75.50952911  70.79608917
  66.36026764  63.60926437  61.35050964  59.60840607  57.05554962
  53.91082001  50.53152084]"
0.03,0.44999999999999996,0.1,3.0,8.5,0.5,0.016792078761615384,0.008619151738605883,0.8675151769801862,0.018874948631172676,0,"[0.         0.76656266 1.08498099 1.30905316 1.4977455  1.80437057
 2.06382254 2.28789471 2.47658705 2.81859193 3.125217   3.38466897]","[0.      0.11725 0.21525 0.30575 0.3915  0.5525  0.7075  0.858   1.0055
 1.2915  1.5725  1.8495 ]",-0.08386289297154216,"[106.40458679 103.25619507  92.04495239  85.97080231  80.1236496
  74.67220306  70.6291275   67.9130249   66.16160583  62.8115654
  59.04071045  55.25719452]"
0.03,0.39999999999999997,0.07,2.0,7.500000000000001,0.6500000000000001,0.018030808804668164,0.005666624819780927,0.8760964405564965,0.018900283145991657,0,"[0.         0.77835593 1.09677427 1.32084643 1.4977455  1.80437057
 2.05202927 2.26430816 2.45300051 2.78321212 3.06625064 3.31390934]","[0.      0.12775 0.23375 0.3315  0.4245  0.5995  0.7675  0.931   1.091
 1.402   1.708   2.009  ]",-0.07843095312773772,"[108.31534576 107.20046234  98.0174942   90.5163269   86.32363129
  80.66963959  76.30387878  74.27191162  72.70253754  68.11329651
  64.4107666   60.65903854]"
0.03,0.35,0.07,4.0,7.500000000000001,0.45,0.01833260247683964,0.004648686968375501,0.8107482057594225,0.01891281586923986,0,"[0.         0.80194247 1.13215408 1.35622624 1.54491859 1.85154365
 2.11099563 2.32327452 2.52376014 2.86576502 3.17239008 3.44363533]","[0.      0.119   0.22    0.31375 0.40325 0.57175 0.73475 0.89325 1.04875
 1.35275 1.65075 1.94575]",-0.11979638575428554,"[104.56492615 125.33483887 112.77677155 103.24536896  93.94603729
  84.9348526   79.07841492  75.01264954  71.19136047  65.89811707
  60.49950027  54.95634079]"
0.03,0.35,0.07,3.0,4.500000000000001,0.351,0.018476998309297603,0.004220755260147765,0.8539221839531244,0.01895294809489678,0,"[0.         0.7901492  1.10856754 1.3326397  1.50953878 1.81616384
 2.05202927 2.26430816 2.45300051 2.78321212 3.06625064 3.31390934]","[0.     0.122  0.225  0.3205 0.4115 0.583  0.748  0.9085 1.066  1.372
 1.671  1.966 ]",-0.09246725755767225,"[104.82159424 126.20728302 117.11508942 107.73134613 101.50248718
  93.9072113   88.73342896  85.4010849   82.35218811  76.9937439
  72.24111938  66.73355103]"
0.03,0.44999999999999996,0.1,5.0,8.5,0.45,0.018543235845759606,0.004005394057662829,0.8503909629209365,0.01897089289381564,0,"[0.         0.80194247 1.13215408 1.35622624 1.55671186 1.8751302
 2.13458217 2.37044761 2.57093323 2.92473138 3.24314971 3.52618823]","[0.      0.12225 0.22475 0.3195  0.4095  0.579   0.742   0.9005  1.056
 1.358   1.654   1.946  ]",-0.09470252047104723,"[106.39002991  97.06244659  84.4479599   76.12121582  70.63645172
  64.90574646  61.63804245  58.93571472  57.40100479  54.01206589
  50.40407181  46.5250206 ]"
0.03,0.44999999999999996,0.1,5.0,2.5,0.166,0.018670362029421773,0.00346275021250263,0.8968167002055288,0.018988761343064518,0,"[0.         0.77835593 1.09677427 1.32084643 1.50953878 1.80437057
 2.040236   2.25251489 2.44120724 2.75962557 3.03087082 3.27852953]","[0.      0.12425 0.228   0.32375 0.4145  0.5845  0.7465  0.904   1.058
 1.357   1.647   1.933  ]",-0.06531502876990022,"[106.39002991  99.71018982  88.39994049  81.51052856  76.27250671
  73.31358337  69.93209839  68.1891861   66.0043869   64.26991272
  61.33083725  58.1001358 ]"
0.03,0.35,0.07,5.0,8.5,0.45,0.017912321672158938,0.006401390437430702,0.7883936073957271,0.01902180504629684,0,"[0.         0.80194247 1.12036081 1.34443297 1.53312532 1.83975038
 2.09920236 2.31148125 2.51196687 2.86576502 3.17239008 3.44363533]","[0.      0.11575 0.2145  0.306   0.39325 0.55825 0.71725 0.87225 1.02475
 1.32175 1.61375 1.90275]",-0.13394684651850472,"[104.82159424 123.34829712 109.91902924 100.07183838  89.85983276
  80.26403046  74.13432312  69.79698944  65.77042389  60.51518631
  54.56163025  49.53497696]"
0.03,0.44999999999999996,0.07,6.0,6.5,0.351,0.01871634192209973,0.0034921494099089973,0.9376759017423758,0.019039342489857038,0,"[0.         0.71938957 1.01422136 1.22650026 1.40339933 1.69823112
 1.94588983 2.14637545 2.33506779 2.6652794  2.93652465 3.18418335]","[0.      0.1255  0.22975 0.326   0.41725 0.58825 0.75225 0.91125 1.06675
 1.36875 1.66375 1.95375]",-0.039451154197076115,"[102.54308319  74.63320923  68.03276825  61.47753525  58.67339706
  59.1348381   58.07421112  57.18536758  56.26078415  54.78606415
  52.72401047  50.98768616]"
0.03,0.35,0.07,2.0,7.500000000000001,0.6500000000000001,0.018551514117280305,0.0043269219501373525,0.8392401611857168,0.019049433839519507,0,"[0.         0.80194247 1.13215408 1.35622624 1.54491859 1.86333693
 2.11099563 2.32327452 2.52376014 2.86576502 3.16059681 3.42004879]","[0.      0.12225 0.2245  0.31925 0.40975 0.58025 0.74425 0.90425 1.06175
 1.36775 1.66875 1.96575]",-0.10176097796944127,"[104.82159424 127.67357635 116.0161972  106.99319458  98.95213318
  90.88228607  86.23168945  82.7276001   79.30144501  73.78709412
  67.80530548  62.86234665]"
0.03,0.44999999999999996,0.1,4.0,8.5,0.45,0.016981799626278778,0.008662348767655606,0.8618542787246448,0.019063520260423746,0,"[0.         0.77835593 1.09677427 1.32084643 1.50953878 1.81616384
 2.07561582 2.29968798 2.5001736  2.84217848 3.14880354 3.42004879]","[0.      0.11725 0.21525 0.30575 0.3915  0.5525  0.707   0.8575  1.005
 1.291   1.572   1.849  ]",-0.08744624156729981,"[106.36789703 100.62656403  87.77886963  81.48371887  75.31082916
  70.29161835  66.32326508  63.87591553  62.05920029  58.76306534
  55.14887238  51.28197098]"
0.03,0.35,0.07,4.0,5.500000000000001,0.351,0.018325659646967103,0.00542789789040248,0.8389307208214342,0.01911261041838906,0,"[0.         0.7901492  1.09677427 1.32084643 1.50953878 1.80437057
 2.05202927 2.25251489 2.44120724 2.77141885 3.06625064 3.31390934]","[0.      0.11825 0.21825 0.311   0.39925 0.56575 0.72625 0.88225 1.03475
 1.33175 1.62375 1.91075]",-0.10195685372003217,"[104.82159424 125.95457458 113.39540863 103.89571381  96.36917877
  87.88444519  82.11135101  78.72181702  75.53736877  70.34243774
  65.78548431  61.54434586]"
0.03,0.39999999999999997,0.07,4.0,5.500000000000001,0.351,0.01877323070828883,0.003762205672368557,0.8913261494663186,0.019146497923846043,0,"[0.         0.75476939 1.06139445 1.27367334 1.46236569 1.74540421
 1.98126964 2.19354853 2.37044761 2.70065922 2.97190446 3.21956317]","[0.      0.1235  0.22675 0.32225 0.413   0.5835  0.7465  0.9055  1.0615
 1.3635  1.6595  1.9505 ]",-0.06879054738782034,"[108.34111023 103.2240448   92.58771515  83.96500397  79.97467041
  79.59647369  73.28911591  71.01612854  69.58708191  66.66622162
  62.87619781  60.19376373]"
0.03,0.39999999999999997,0.07,2.0,8.5,0.6500000000000001,0.018232467801604327,0.005873536126900861,0.8732731939613135,0.019155190126191598,0,"[0.         0.75476939 1.06139445 1.27367334 1.46236569 1.75719748
 1.99306291 2.2053418  2.39403415 2.71245249 2.99549101 3.24314971]","[0.      0.12075 0.22075 0.3135  0.401   0.5655  0.724   0.8775  1.028
 1.321   1.609   1.892  ]",-0.0802180682224886,"[108.31534576 107.3451004   97.50548553  90.65310669  85.83434296
  79.91358948  75.32273102  73.67819214  71.48214722  67.22589874
  63.69606018  59.9005661 ]"
0.03,0.39999999999999997,0.07,2.0,6.5,0.578,0.01883424618589526,0.0035939555965326083,0.8825752437356728,0.01917408006191583,0,"[0.         0.76656266 1.07318772 1.29725989 1.47415896 1.76899075
 2.00485619 2.21713508 2.39403415 2.71245249 2.99549101 3.23135644]","[0.      0.12525 0.229   0.325   0.41575 0.58575 0.74925 0.90875 1.06425
 1.36625 1.66225 1.95325]",-0.07432987071531916,"[108.31534576 108.50180054  99.55993652  92.18235016  88.47301483
  83.40140533  78.81476593  76.42586517  74.90190887  71.25959015
  67.08144379  62.99744415]"
0.03,0.44999999999999996,0.07,2.0,8.5,0.6500000000000001,0.018848730878354626,0.0035766584130439687,0.9178335822129671,0.01918507600006415,0,"[0.         0.7075963  1.01422136 1.23829353 1.4151926  1.71002439
 1.94588983 2.14637545 2.33506779 2.65348613 2.93652465 3.17239008]","[0.      0.1255  0.22875 0.324   0.41375 0.58225 0.74375 0.90025 1.05325
 1.35025 1.64125 1.92725]",-0.052011342459191846,"[102.20643616  86.16737366  81.00208282  76.08761597  74.21722412
  72.65458679  70.3764267   68.74489594  66.9745636   64.24871063
  61.86645126  58.58017349]"
0.03,0.39999999999999997,0.07,6.0,4.500000000000001,0.273,0.01874627989413479,0.0043466404220226075,0.8933013353884561,0.019243603945924555,0,"[0.         0.77835593 1.08498099 1.29725989 1.48595223 1.76899075
 2.01664946 2.21713508 2.40582742 2.72424576 3.00728428 3.25494298]","[0.      0.125   0.23    0.32725 0.41975 0.59225 0.75925 0.92075 1.07925
 1.38525 1.68425 1.98025]",-0.06754025469910735,"[108.3396759   98.21691132  86.01235199  75.37229919  72.30492401
  68.20071411  65.81536102  63.29883575  62.44820023  60.4544487
  56.8900528   54.64708328]"
0.03,0.44999999999999996,0.07,3.0,6.5,0.45,0.01848944268241948,0.005493482130613694,0.9380194614863352,0.019288282365878182,0,"[0.         0.7075963  1.01422136 1.23829353 1.42698587 1.71002439
 1.9576831  2.15816872 2.34686107 2.6652794  2.94831792 3.18418335]","[0.      0.12875 0.236   0.3345  0.428   0.603   0.771   0.9345  1.0945
 1.4035  1.7065  2.0045 ]",-0.0392336808791498,"[102.20643616  84.02973175  79.13054657  73.8757782   73.02541351
  72.189888    71.09179688  69.95488739  68.45037842  66.65840912
  63.74194717  61.08947372]"
