tr,ts,ti,n,alpha,Ks,RMSETWT,RMSEVOL,RMSEAMP,RMSE,Converged,TWT,VOL,SAmp,Amp
0.03,0.35,0.1,2.0,7.500000000000001,0.45,0.005980867095121722,0.012701935968813988,1.142165929863927,0.014039585056737264,0,"[0.         0.73118284 1.03780791 1.26188007 1.45057242 1.74540421
 1.99306291 2.19354853 2.38224088 2.70065922 2.98369774 3.23135644]","[0.      0.089   0.16275 0.23075 0.29525 0.41625 0.53325 0.64675 0.75825
 0.97425 1.18525 1.39425]",-0.08515739198849237,"[ 91.03104401 129.25242615 121.2800827  116.23335266 111.36025238
 101.83394623  98.14755249  93.53038025  90.38739014  84.86694336
  79.55118561  74.34912872]"
0.03,0.35,0.1,5.0,6.5,0.273,0.0055883632530261155,0.012920604169658777,1.1951957157790645,0.014077351169761177,0,"[0.         0.74297612 1.04960118 1.27367334 1.45057242 1.75719748
 1.99306291 2.2053418  2.39403415 2.72424576 3.00728428 3.25494298]","[0.      0.08975 0.16525 0.235   0.30125 0.42575 0.54525 0.66125 0.77525
 0.99625 1.21225 1.42525]",-0.11692223375165954,"[ 91.03104401 131.51861572 124.80690765 118.493927   112.48084259
 100.67741394  94.27767944  88.93406677  83.46071625  77.21512604
  70.34858704  64.5535965 ]"
0.03,0.35,0.1,4.0,8.5,0.351,0.005449342457345146,0.013040068500233952,1.1937717498313691,0.014132894951432214,0,"[0.         0.73118284 1.04960118 1.27367334 1.46236569 1.76899075
 2.01664946 2.22892835 2.42941397 2.75962557 3.05445737 3.32570261]","[0.      0.089   0.16375 0.233   0.29875 0.42225 0.54125 0.65725 0.77075
 0.99075 1.20775 1.42175]",-0.11606927814899005,"[ 90.2477417  130.31152344 123.24737549 117.91383362 110.94022369
 100.43549347  94.37179565  88.47186279  84.29541779  76.71359253
  69.87426758  64.30574036]"
0.03,0.35,0.1,3.0,7.500000000000001,0.351,0.006006339107364207,0.012890726918132376,1.1646445828199166,0.014221355418894336,0,"[0.         0.71938957 1.02601464 1.2500868  1.43877915 1.73361094
 1.98126964 2.18175526 2.37044761 2.70065922 2.98369774 3.24314971]","[0.      0.08775 0.1615  0.2295  0.294   0.415   0.5315  0.645   0.756
 0.972   1.184   1.393  ]",-0.09862210510913005,"[ 91.03104401 130.52835083 123.534729   118.12094116 112.05363464
 102.11774445  97.03756714  92.08546448  88.06250763  81.72502899
  75.89263153  70.57327271]"
0.03,0.3,0.07,5.0,6.5,0.273,0.006187276759612476,0.01300049447542915,1.2675749628814024,0.014397751571190014,0,"[0.         0.74297612 1.04960118 1.28546661 1.46236569 1.76899075
 2.02844273 2.24072162 2.44120724 2.78321212 3.08983718 3.3728757 ]","[0.      0.08825 0.16275 0.23175 0.29725 0.42075 0.53925 0.65475 0.76775
 0.98775 1.20275 1.41575]",-0.16027740276596006,"[169.83424377 255.64282227 243.4281311  234.1053772  217.51182556
 201.62663269 190.7677002  165.87548828 153.1125946  130.68955994
 115.81707764 102.8167038 ]"
0.03,0.3,0.07,8.0,5.500000000000001,0.213,0.006355894000978409,0.012929890432755872,1.2043031210623583,0.014407617955607552,0,"[0.         0.73118284 1.04960118 1.28546661 1.46236569 1.76899075
 2.02844273 2.24072162 2.45300051 2.79500539 3.10163045 3.38466897]","[0.      0.08775 0.16075 0.22825 0.2925  0.413   0.529   0.6405  0.751
 0.965   1.174   1.381  ]",-0.12237756951635258,"[168.31758118 256.99169922 252.5385437  250.27206421 232.3266449
 222.25708008 202.64682007 190.07745361 177.75614929 156.00657654
 143.83651733 132.30323792]"
0.03,0.3,0.07,2.0,8.5,0.5,0.006100157146685498,0.013277109457071348,1.194110890669841,0.014611418574160128,0,"[0.         0.74297612 1.06139445 1.29725989 1.48595223 1.78078402
 2.02844273 2.24072162 2.42941397 2.77141885 3.05445737 3.32570261]","[0.      0.09    0.165   0.23475 0.301   0.425   0.5445  0.661   0.7755
 0.9985  1.2175  1.4335 ]",-0.11627242351123482,"[169.83424377 248.87051392 232.45144653 217.30476379 208.9372406
 193.33683777 177.77001953 167.91560364 157.34324646 144.9413147
 133.22776794 119.37754059]"
0.03,0.35,0.1,2.0,8.5,0.5,0.00612080584794164,0.01328725056595674,1.147069226481856,0.014629261493004843,0,"[0.         0.74297612 1.06139445 1.29725989 1.48595223 1.7925773
 2.040236   2.25251489 2.44120724 2.77141885 3.06625064 3.32570261]","[0.      0.091   0.16675 0.2365  0.303   0.428   0.548   0.6655  0.7805
 1.0035  1.2225  1.4385 ]",-0.0880944666626318,"[ 91.03104401 129.16007996 120.78032684 115.66605377 110.16872406
 101.35533142  97.11547852  92.95376587  89.59237671  83.22183228
  77.85783386  73.06021118]"
0.03,0.3,0.07,7.0,5.500000000000001,0.213,0.005271378425052298,0.013824665742903438,1.2303517630754377,0.014795567356580643,0,"[0.         0.71938957 1.03780791 1.26188007 1.43877915 1.74540421
 1.99306291 2.2053418  2.40582742 2.7478323  3.05445737 3.32570261]","[0.      0.08525 0.157   0.2235  0.28675 0.40575 0.51925 0.62925 0.73825
 0.94725 1.15425 1.35825]",-0.13798070608218718,"[169.83424377 258.24176025 251.4234314  245.57553101 228.34272766
 215.48219299 194.69317627 180.28669739 165.9992981  145.64009094
 131.96038818 120.88360596]"
0.03,0.3,0.1,3.0,1.5,0.1,0.006846107841815493,0.013141764454904458,1.1852096019126601,0.014818068888014992,0,"[0.         0.76656266 1.09677427 1.32084643 1.50953878 1.81616384
 2.05202927 2.26430816 2.45300051 2.77141885 3.05445737 3.30211607]","[0.      0.0885  0.1635  0.233   0.29925 0.42375 0.54375 0.66025 0.77425
 0.99525 1.21225 1.42525]",-0.11094055154568344,"[147.08047485 221.06916809 214.98016357 205.13766479 198.78492737
 186.34884644 172.79927063 165.73522949 155.68977356 140.34881592
 127.03614807 116.33682251]"
