tr,ts,ti,n,alpha,Ks,RMSETWT,RMSEVOL,RMSEAMP,RMSE,Converged,TWT,VOL,SAmp,Amp
0.03,0.44999999999999996,0.1,5.0,6.5,0.273,0.013206442096788945,0.01290059235177077,1.0897934698745464,0.01846172786827944,0,"[0.         0.67221649 0.96704828 1.17932717 1.3326397  1.61567822
 1.83975038 2.02844273 2.2053418  2.51196687 2.78321212 3.01907755]","[0.     0.1    0.1815 0.256  0.3265 0.4575 0.583  0.7045 0.823  1.052
 1.276  1.495 ]",-0.07964680777872253,"[106.39002991 105.17829132  89.20475006  84.69904327  78.07317352
  71.34786224  68.06503296  64.97355652  63.01010513  60.22543335
  58.1075058   55.74747467]"
0.03,0.44999999999999996,0.1,4.0,8.5,0.351,0.013160353105559746,0.013289382771361723,1.0912903026610823,0.018703010140263033,0,"[0.         0.68400976 0.96704828 1.17932717 1.34443297 1.62747149
 1.85154365 2.05202927 2.22892835 2.54734668 2.80679866 3.05445737]","[0.      0.0975  0.17825 0.25225 0.32225 0.45275 0.57775 0.69875 0.81725
 1.04625 1.26925 1.48925]",-0.08097449846038003,"[106.36789703 105.75147247  90.54859924  85.94341278  80.17126465
  72.96813202  69.51837158  66.45386505  64.73886871  61.3858223
  59.30203629  56.03030014]"
0.03,0.44999999999999996,0.1,3.0,7.500000000000001,0.351,0.012997071394939726,0.013703359017743812,1.0817042359889761,0.018886659662691575,0,"[0.         0.66042321 0.94346173 1.15574063 1.30905316 1.59209168
 1.81616384 2.00485619 2.18175526 2.47658705 2.7478323  2.97190446]","[0.      0.09625 0.176   0.24875 0.3175  0.4455  0.568   0.6865  0.8025
 1.0265  1.2455  1.4605 ]",-0.07247165732222187,"[106.40458679 109.66288757  95.19852448  91.10637665  86.61815643
  79.28717041  75.68065643  72.61234283  70.75418854  67.89521027
  65.32024384  62.42337036]"
0.03,0.44999999999999996,0.1,2.0,7.500000000000001,0.45,0.013467855514439605,0.013311030427975046,1.08518209578056,0.01893585654815485,0,"[0.         0.67221649 0.96704828 1.1675339  1.3326397  1.61567822
 1.82795711 2.02844273 2.19354853 2.5001736  2.7478323  2.98369774]","[0.      0.098   0.17825 0.2515  0.3205  0.449   0.5715  0.6905  0.8065
 1.0315  1.2505  1.4655 ]",-0.07555651895735678,"[106.40458679 110.07254028  97.90657806  93.34587097  89.48149872
  82.27480316  78.3260498   75.15937042  72.30075073  69.19603729
  66.70410919  63.25193787]"
0.03,0.44999999999999996,0.1,2.0,8.5,0.5,0.01377796667348744,0.013114696964271656,1.090398681259431,0.0190217675866468,0,"[0.         0.68400976 0.97884155 1.19112044 1.35622624 1.63926476
 1.8751302  2.06382254 2.25251489 2.55913996 2.81859193 3.05445737]","[0.      0.10025 0.18225 0.257   0.328   0.46    0.586   0.7085  0.8285
 1.0595  1.2865  1.5095 ]",-0.08018363027711525,"[106.40458679 109.09191895  96.60216522  92.20387268  87.82978058
  80.09493256  76.17401123  72.52822113  69.80020905  67.07878876
  64.0929718   60.88917542]"
0.03,0.44999999999999996,0.1,5.0,3.5000000000000004,0.166,0.014327725206898767,0.012669390251942293,1.075355163406344,0.01912582439949747,0,"[0.         0.67221649 0.95525501 1.1675339  1.32084643 1.59209168
 1.80437057 1.99306291 2.15816872 2.45300051 2.70065922 2.92473138]","[0.      0.1015  0.184   0.25925 0.3305  0.463   0.5895  0.712   0.831
 1.06    1.284   1.504  ]",-0.06684002994142718,"[106.39002991 107.14687347  91.0569458   86.56922913  80.79499817
  74.73132324  72.14315033  69.12914276  68.10945892  64.555336
  63.1475563   61.22947693]"
0.03,0.44999999999999996,0.1,8.0,5.500000000000001,0.213,0.01391229950407693,0.013264158316054014,1.1063871941922845,0.019222121977671563,0,"[0.         0.68400976 0.97884155 1.19112044 1.34443297 1.62747149
 1.83975038 2.02844273 2.2053418  2.51196687 2.77141885 2.99549101]","[0.     0.0985 0.178  0.251  0.32   0.4485 0.5715 0.6905 0.8065 1.0305
 1.2465 1.4605]",-0.09436544124855636,"[106.16214752 101.19130707  85.2071991   79.34924316  72.06298065
  63.27806473  60.0103302   56.96460342  55.01204681  51.93037415
  50.7596283   48.54882812]"
0.03,0.44999999999999996,0.1,9.0,5.500000000000001,0.213,0.01423879125799364,0.01295557794156143,1.1095902720710658,0.019250718851216677,0,"[0.         0.69580303 0.99063482 1.19112044 1.35622624 1.62747149
 1.85154365 2.040236   2.21713508 2.51196687 2.78321212 3.00728428]","[0.     0.0995 0.18   0.254  0.324  0.454  0.5785 0.699  0.817  1.045
 1.267  1.482 ]",-0.09720657132703532,"[106.30487823  99.86904907  82.66397858  76.88398743  68.92533112
  60.7293129   57.06461334  54.47562027  52.55300522  49.49913788
  48.59532928  46.00195694]"
0.03,0.44999999999999996,0.1,7.0,7.500000000000001,0.273,0.013260886170458376,0.014099390341056691,1.105926160076024,0.019355720343488564,0,"[0.         0.67221649 0.96704828 1.17932717 1.3326397  1.61567822
 1.83975038 2.02844273 2.2053418  2.51196687 2.77141885 3.01907755]","[0.      0.09675 0.17525 0.247   0.315   0.4415  0.563   0.6805  0.795
 1.016   1.233   1.446  ]",-0.09395650398743319,"[106.33049774 101.32024384  85.1048584   79.67451477  72.63396454
  63.89635849  60.25919342  57.67655945  55.27970886  52.3817215
  50.85504532  48.94868469]"
0.03,0.44999999999999996,0.1,4.0,4.500000000000001,0.213,0.014312477625945702,0.013359004536682127,1.0717847670759477,0.019578304778613748,0,"[0.         0.66042321 0.94346173 1.14394735 1.30905316 1.58029841
 1.7925773  1.98126964 2.14637545 2.42941397 2.68886594 2.90114483]","[0.      0.09725 0.1775  0.25075 0.32    0.4485  0.571   0.69    0.806
 1.03    1.248   1.462  ]",-0.06367308839636562,"[106.36789703 106.02518463  93.28236389  89.545784    84.34120178
  78.06995392  75.49797821  72.97734833  71.26863098  67.91566467
  66.2514801   64.34632874]"
0.03,0.44999999999999996,0.1,7.0,5.500000000000001,0.213,0.01372065444757831,0.01410389463827002,1.0940458005230247,0.019676793499888955,0,"[0.         0.66042321 0.95525501 1.15574063 1.30905316 1.59209168
 1.80437057 1.99306291 2.15816872 2.45300051 2.71245249 2.94831792]","[0.      0.097   0.1755  0.24725 0.31525 0.44175 0.56275 0.67975 0.79375
 1.01275 1.22675 1.43675]",-0.08341862506392292,"[106.39002991 101.13540649  85.7089386   80.06493378  73.32188416
  65.17944336  62.6570015   60.03682327  57.97609711  55.12166214
  53.8941803   51.88196182]"
0.03,0.39999999999999997,0.07,2.0,8.5,0.5,0.014773931011091382,0.01316164997962208,1.0826817430354028,0.019786310108420253,0,"[0.         0.66042321 0.94346173 1.14394735 1.29725989 1.56850513
 1.78078402 1.9576831  2.13458217 2.4176207  2.6652794  2.88935156]","[0.      0.0995  0.181   0.2555  0.32625 0.45775 0.58375 0.70625 0.82575
 1.05675 1.28275 1.50475]",-0.07333870607240231,"[108.31534576 111.56486511  99.92913055  95.58616638  89.75975037
  83.61375427  79.48345184  75.74638367  73.77502441  71.05322266
  67.88353729  65.25660706]"
